1_ames_mutagenicity_data	c1ccc2c(c1)cc1ccc3cccc4ccc2c1c34
1299_ames_mutagenicity_data	Nc1cccc(Cl)c1
1300_ames_mutagenicity_data	CC(=O)N1CCC[C@@H]1C(=O)N(CC(=O)O)N=O
1301_ames_mutagenicity_data	CCOP(=O)(C#N)N(C)C
1302_ames_mutagenicity_data	CC(=O)C(/N=N/c1ccc(-c2ccc(/N=N/C(C(C)=O)C(=O)Nc3ccccc3)c(Cl)c2)cc1Cl)C(=O)Nc1ccccc1
1303_ames_mutagenicity_data	O=[N+]([O-])OCC(CO[N+](=O)[O-])O[N+](=O)[O-]
1304_ames_mutagenicity_data	CN1CC[C@@]2(C)c3cc(O)ccc3N(C)[C@@H]12
1305_ames_mutagenicity_data	CC(C)(O)[C@@H]1Cc2cc3ccc(=O)oc3cc2O1
1306_ames_mutagenicity_data	CN(C)C(=O)Nc1cccc(C(F)(F)F)c1
1307_ames_mutagenicity_data	CCCCCCCCCCCCCCCCCC1=NCCN1CCO
1308_ames_mutagenicity_data	CCOS(=O)(=O)OCC
1309_ames_mutagenicity_data	O=C1NC(=O)C(O)(O)C(=O)N1
1310_ames_mutagenicity_data	c1ccc2c(c1)Nc1ccccc1S2
1311_ames_mutagenicity_data	CN(C)CCCNc1c2ccccc2nc2cccc([N+](=O)[O-])c12
1312_ames_mutagenicity_data	CC(=O)Nc1ccc(C)cc1
1313_ames_mutagenicity_data	O=C(O)/C=C/C=C/C(=O)O
1314_ames_mutagenicity_data	O=[N+]([O-])c1cccc(Cl)c1Cl
1315_ames_mutagenicity_data	OCCCCO
1316_ames_mutagenicity_data	C=CC(=O)OCCCl
1317_ames_mutagenicity_data	CCCCC#N
1318_ames_mutagenicity_data	COc1cc2c(c3oc4cccc(O)c4c(=O)c13)[C@@H]1C=CO[C@@H]1O2
1319_ames_mutagenicity_data	Nc1cc([N+](=O)[O-])cc(S(=O)(=O)O)c1O
1320_ames_mutagenicity_data	Nc1ccc(/N=N/c2ccc(-c3ccc(/N=N/c4c(S(=O)(=O)[O-])cc5cc(S(=O)(=O)[O-])c(/N=N/c6ccccc6)c(O)c5c4N)cc3)cc2)c(N)c1
1321_ames_mutagenicity_data	CCOc1ccc(/N=N/c2ccc(-c3ccc(/N=N/c4c(O)ccc5cc(S(=O)(=O)[O-])cc(S(=O)(=O)[O-])c45)c(C)c3)cc2C)cc1
1322_ames_mutagenicity_data	Oc1ccc(O)cc1
1323_ames_mutagenicity_data	c1cnc2c(c1)ccc1cccnc12
1324_ames_mutagenicity_data	O=C1OCC(C(Cl)Cl)=C1Cl
1325_ames_mutagenicity_data	CC(=O)O[C@H]1[C@@H]2O[C@H]2C2=CC(=O)[C@]3(C[C@]2(C)[C@H]1C)O[C@@]3(C)C=O
1326_ames_mutagenicity_data	O=[N+]([O-])c1c2ccccc2c2ccc3cccc4ccc1c2c43
1327_ames_mutagenicity_data	O=[N+]([O-])c1cc2ccc3cc4ccccc4c4ccc(c1)c2c34
1328_ames_mutagenicity_data	O=[N+]([O-])c1ccc2c(ccc3c4ccccc4ccc23)c1
1329_ames_mutagenicity_data	CC1(C)CC(N=C=O)CC(C)(CN=C=O)C1
1330_ames_mutagenicity_data	COc1cc([C@H]2c3cc4c(cc3[C@@H](O)[C@H]3COC(=O)[C@H]23)OCO4)cc(OC)c1OC
1331_ames_mutagenicity_data	O=C1c2ccccc2C(=O)c2c(O)c(O)cc(O)c21
1332_ames_mutagenicity_data	C=CCc1ccc(OC)c(OC)c1
1333_ames_mutagenicity_data	c1ccc2n[nH]nc2c1
1334_ames_mutagenicity_data	CC1=CC(=C(C#N)C#N)C=C(/C=C/c2ccc(N(C)C)cc2)O1
1335_ames_mutagenicity_data	C[C@@H]1O[C@@H](O[C@H]2C[C@](O)(C(=O)CO)Cc3c(O)c4c(c(O)c32)C(=O)c2ccccc2C4=O)C[C@H](N)[C@@H]1O
1336_ames_mutagenicity_data	CCOP(=S)(Cl)OCC
1337_ames_mutagenicity_data	C=CC1CO1
1338_ames_mutagenicity_data	CCCCC(CC)COP(=O)(OCC(CC)CCCC)OCC(CC)CCCC
1339_ames_mutagenicity_data	C(=NC1CCCCC1)=NC1CCCCC1
1340_ames_mutagenicity_data	CC(C)COC(=O)c1ccccc1N
1341_ames_mutagenicity_data	Nc1ncnc2c1ncn2C1OC(CO)C(O)C1O
1342_ames_mutagenicity_data	CCN(CC)CCO
1343_ames_mutagenicity_data	CCNCC
1344_ames_mutagenicity_data	CC(Cl)CCCC(Cl)CCCC(Cl)CCCC(Cl)CCCC(Cl)CCCC(Cl)CCCl
1345_ames_mutagenicity_data	Cc1noc(NS(=O)(=O)c2ccc(N)cc2)c1C
1346_ames_mutagenicity_data	CC1=C(C(=O)Nc2ccccc2)SCCO1
1347_ames_mutagenicity_data	Nc1cccc2cc3ccccc3cc12
1348_ames_mutagenicity_data	CC1(C)S[C@@H]2[C@H](NC(=O)COc3ccccc3)C(=O)N2[C@H]1C(=O)[O-]
1349_ames_mutagenicity_data	Cl[Pd]Cl
1350_ames_mutagenicity_data	COc1ccc(C(=O)/C(Br)=C\C(=O)[O-])cc1
1351_ames_mutagenicity_data	CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N)c3ccccc3)C(=O)N2[C@H]1C(=O)O
1352_ames_mutagenicity_data	COc1ccc(C(=O)c2ccccc2O)c(O)c1
1353_ames_mutagenicity_data	O=C([O-])c1ccccc1Nc1cc(Cl)ccc1C(=O)[O-]
1354_ames_mutagenicity_data	CN(C)NC(=O)CCC(=O)O
1355_ames_mutagenicity_data	C=C1CC(=O)O1
1356_ames_mutagenicity_data	O=S1(=O)CC=CC1
1357_ames_mutagenicity_data	CNC[C@@H](O)c1ccc(O)c(O)c1
1358_ames_mutagenicity_data	Brc1cc(Br)c(OCCOc2c(Br)cc(Br)cc2Br)c(Br)c1
1359_ames_mutagenicity_data	O=C1O[Bi](O)Oc2ccccc21
1360_ames_mutagenicity_data	S=c1nc[nH]c2nc[nH]c12
1361_ames_mutagenicity_data	OC(CBr)C(O)C(O)C(O)CBr
1362_ames_mutagenicity_data	ClCCNCCCl
1363_ames_mutagenicity_data	O=C/C=C/c1ccc([N+](=O)[O-])o1
1364_ames_mutagenicity_data	CC(=O)/C=C/c1ccco1
1365_ames_mutagenicity_data	O=Cc1ccc([N+](=O)[O-])o1
1366_ames_mutagenicity_data	CC(C)CCC(C)Nc1ccc(NC(C)CCC(C)C)cc1
1367_ames_mutagenicity_data	O=C(Cl)c1ccc(Cl)cc1
1368_ames_mutagenicity_data	COc1cccc2c1CC([N+](=O)[O-])c1ccc3c(c1-2)OCO3
1369_ames_mutagenicity_data	CCCCCCCCCCCCCCC1CO1
1370_ames_mutagenicity_data	O=C(CCl)c1ccc(Cl)cc1Cl
1371_ames_mutagenicity_data	CN(N=O)c1ccccc1
1372_ames_mutagenicity_data	CCCCCON=O
1373_ames_mutagenicity_data	C=C(CN(C)C)C(=O)c1ccccc1
1374_ames_mutagenicity_data	CCNc1nc(Cl)nc(NCC)n1
1375_ames_mutagenicity_data	CCN(CC)C(=S)SSC(=S)N(CC)CC
1376_ames_mutagenicity_data	Cc1cc(N(CCO)CCO)ccc1/N=N/c1ccc(N)cc1
1377_ames_mutagenicity_data	OCCNc1ccc(/N=N/c2ccc(NCCO)cc2)cc1
1378_ames_mutagenicity_data	CN(C)[C@@H]1C(O)=C(C(N)=O)C(=O)[C@@]2(O)C(O)=C3C(=O)c4c(O)cccc4[C@@](C)(O)[C@H]3[C@H](O)[C@@H]12
1379_ames_mutagenicity_data	COC(=O)C(C)(C)Oc1ccc(-c2ccc(Cl)cc2)cc1
1380_ames_mutagenicity_data	Nc1nc(N)nc(N)n1
1381_ames_mutagenicity_data	CC(C)(C)c1ccc(OCC2CO2)cc1
1382_ames_mutagenicity_data	CCC(C)ON=O
1383_ames_mutagenicity_data	COC/C(=C/c1ccccc1)OC
1384_ames_mutagenicity_data	C=CC(C)(C)c1cc2cc3c(cc2oc1=O)OC(C(C)(C)O)C3
1385_ames_mutagenicity_data	CC1(C)O[C@@H]1COc1c2occc2cc2ccc(=O)oc12
1386_ames_mutagenicity_data	CC=C(Cl)Cl
1387_ames_mutagenicity_data	CCCCCCCCC1OC1CCCCCCCC(=O)OCC(CC)CCCC
1388_ames_mutagenicity_data	O=C1CCCCCCCCCCCC(=O)OCCO1
1389_ames_mutagenicity_data	CC(Oc1ccc(Cl)cc1Cl)C(=O)O
1390_ames_mutagenicity_data	O=C(O)CCCc1c[nH]c2ccccc12
1391_ames_mutagenicity_data	C=C1CC[C@@H](O)C/C1=C/C=C1\CCC[C@@]2(C)[C@H]1CC[C@@H]2[C@@H](C)CCCC(C)C
1392_ames_mutagenicity_data	CC(Br)(CCl)CBr
1393_ames_mutagenicity_data	C=CC(=O)OCC(CC)CCCC
1394_ames_mutagenicity_data	CC(C)CCC[C@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@H](OC(=O)Cc5ccc(N(CCCl)CCCl)cc5)CC[C@]4(C)[C@H]3CC[C@@]21C
1395_ames_mutagenicity_data	N#Cc1ccc(/C=C/c2ccc([N+](=O)[O-])cc2)cc1
1396_ames_mutagenicity_data	CCC=O
1397_ames_mutagenicity_data	CCn1c2ccccc2c2cc([NH3+])ccc21
1398_ames_mutagenicity_data	Brc1cccc(-c2ccccc2)c1
1399_ames_mutagenicity_data	O=Cc1ccc(Cl)cc1
1400_ames_mutagenicity_data	C[As](C)(=O)O
1401_ames_mutagenicity_data	O=C1CCCCC1
1402_ames_mutagenicity_data	C=CC(=O)NC(C)(C)CC(C)=O
1403_ames_mutagenicity_data	Oc1cc(Cl)cc(Cl)c1
1404_ames_mutagenicity_data	CCN(CC)c1ccc2c(C)cc(=O)oc2c1
1405_ames_mutagenicity_data	Cc1cc(=O)oc2cc(O)cc(O)c12
1406_ames_mutagenicity_data	CN(C)C#N
1407_ames_mutagenicity_data	CCCCB(CCCC)CCCC
1408_ames_mutagenicity_data	O=NN(CCCl)C(=O)NC1CCCCC1
1409_ames_mutagenicity_data	N#CSCSC#N
1410_ames_mutagenicity_data	CC(C)NCC(O)c1ccc(O)c(O)c1
1411_ames_mutagenicity_data	C=C(C)C(=O)O
1412_ames_mutagenicity_data	Oc1c(Cl)cc(Cl)c(Cl)c1Cl
1413_ames_mutagenicity_data	C=CCOC(=O)CC(C)C
1414_ames_mutagenicity_data	C(=C/c1ccccc1)\c1ccccc1
1415_ames_mutagenicity_data	Clc1c(Cl)c(Cl)c2ccccc2c1Cl
1416_ames_mutagenicity_data	C[Pb](C)(C)C
1417_ames_mutagenicity_data	S=C(Nc1ccccc1)Nc1ccccc1
1418_ames_mutagenicity_data	c1ccc2nc3ccccc3cc2c1
1419_ames_mutagenicity_data	Clc1cc(Cl)cc(Cl)c1
1420_ames_mutagenicity_data	CC(=O)Nc1cccc(C)c1
1421_ames_mutagenicity_data	CCn1cc(C(=O)O)c(=O)c2cc(F)c(-c3ccncc3)c(F)c21
1422_ames_mutagenicity_data	O=[N+]([O-])c1ccc(Nc2ccc(N=C=S)cc2)cc1
1423_ames_mutagenicity_data	C=C(C)C(=O)OCCN(C)C
1424_ames_mutagenicity_data	Oc1ccccc1-c1ccccc1O
1425_ames_mutagenicity_data	Oc1ccc(-c2ccc(O)cc2)cc1
1426_ames_mutagenicity_data	Nc1ccc(C=O)cc1
1427_ames_mutagenicity_data	O=C(Nc1ccc([N+](=O)[O-])cc1Cl)c1cc(Cl)ccc1O
1428_ames_mutagenicity_data	CCCCN(CC)CC
1429_ames_mutagenicity_data	Clc1ccc(COC(Cn2ccnc2)c2ccc(Cl)cc2Cl)cc1
1430_ames_mutagenicity_data	CCc1ccccc1O
1431_ames_mutagenicity_data	N#CCCO
1432_ames_mutagenicity_data	CC(C)Oc1ccc(Nc2ccccc2)cc1
1433_ames_mutagenicity_data	COC(=O)c1ccc(C=O)cc1
1434_ames_mutagenicity_data	Cc1c[nH]c(=S)[nH]c1=O
1435_ames_mutagenicity_data	COC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1ccccc1[N+](=O)[O-]
1436_ames_mutagenicity_data	O=[N+]([O-])c1ccc(CCO)cc1
1437_ames_mutagenicity_data	CCCBr
1438_ames_mutagenicity_data	Cc1ccccc1O
1439_ames_mutagenicity_data	CCNS(=O)(=O)c1ccc(C)cc1
1440_ames_mutagenicity_data	COP(=S)(OC)SCC(=O)N(C)C=O
1441_ames_mutagenicity_data	O=C1c2ccccc2-c2ccccc21
1442_ames_mutagenicity_data	CCN
1443_ames_mutagenicity_data	CCOC(=O)C1OC1(C)c1ccccc1
1444_ames_mutagenicity_data	CCCCCC[N+](=O)[O-]
1445_ames_mutagenicity_data	O=C(S)c1ccccc1
1446_ames_mutagenicity_data	O=[N+]([O-])c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1
1447_ames_mutagenicity_data	C=CC(=O)OCC(C)C
1448_ames_mutagenicity_data	O=C(OC1CCCCC1)c1ccccc1C(=O)OC1CCCCC1
1449_ames_mutagenicity_data	CCCCC(CC)COC(=O)/C=C/c1ccc(OC)cc1
1450_ames_mutagenicity_data	FC(F)(F)C(Cl)Br
1451_ames_mutagenicity_data	O=C([O-])CCC(=O)OC[C@@H](NC(=O)C(Cl)Cl)[C@H](O)c1ccc([N+](=O)[O-])cc1
1452_ames_mutagenicity_data	Nc1ccc(C(=O)O)cc1
1453_ames_mutagenicity_data	C/C=C/c1ccc(OC)cc1
1454_ames_mutagenicity_data	COCCOCCOC
1455_ames_mutagenicity_data	CCCC[Sn](CCCC)(OC(C)=O)OC(C)=O
1456_ames_mutagenicity_data	C=C(C)C1CC=C(C)C(O)C1
1457_ames_mutagenicity_data	Nc1c(Cl)cc([N+](=O)[O-])cc1[N+](=O)[O-]
1458_ames_mutagenicity_data	CCCCCNCCCCC
1459_ames_mutagenicity_data	C[C@]12CC[C@H]3[C@@H](CC[C@H]4C[C@H](OC(=O)COc5ccc(N(CCCl)CCCl)cc5)CC[C@@]43C)[C@@H]1CCC(=O)N2
1460_ames_mutagenicity_data	CC[C@H]1CN2CCc3cc(OC)c(OC)cc3[C@@H]2C[C@@H]1C[C@H]1NCCc2cc(OC)c(OC)cc21
1461_ames_mutagenicity_data	Cc1ccc(N/N=C2\C(=O)C=Cc3ccccc32)c(C)c1
1462_ames_mutagenicity_data	O=C([O-])c1ccccc1-c1c2ccc(=O)cc-2oc2cc([O-])ccc12
1463_ames_mutagenicity_data	O=C(O)c1ccc(S(=O)(=O)N(Cl)Cl)cc1
1464_ames_mutagenicity_data	CC(C)CN
1465_ames_mutagenicity_data	O=[Pb]=O
1466_ames_mutagenicity_data	C/C=C\C=O
1467_ames_mutagenicity_data	CN(C)CCC(c1ccccc1)c1ccccn1
1468_ames_mutagenicity_data	CC(=O)OCc1ccc2c(c1)OCO2
1469_ames_mutagenicity_data	CC(=O)/C=C/c1ccc2c(c1)OCO2
1470_ames_mutagenicity_data	O=[N+]([O-])c1ccc(NCCO)c(OCCO)c1
1471_ames_mutagenicity_data	COc1ccc(CN(CCN(C)C)c2ncccn2)cc1
1472_ames_mutagenicity_data	CCCCCCCCCCCCCCCCCC(=O)[O-].OCC[NH+](CCO)CCO
1473_ames_mutagenicity_data	CCCCOC(=O)c1ccccc1C(=O)OCc1ccccc1
1474_ames_mutagenicity_data	CC(=O)Nc1ccc(OC(=O)c2ccccc2OC(C)=O)cc1
1475_ames_mutagenicity_data	CC(=O)Oc1ccccc1C(=O)Oc1ccccc1C(=O)O
1476_ames_mutagenicity_data	CCCCCCCCCCCCCCCCCC(=O)O.CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(O)C[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@]1(C)O
1477_ames_mutagenicity_data	N#CCCCCC#N
1478_ames_mutagenicity_data	C=CCNC(N)=S
1479_ames_mutagenicity_data	C=CCSSCCC
1480_ames_mutagenicity_data	NS(=O)(=O)[O-]
1481_ames_mutagenicity_data	O=NN(CC(=O)O)CC1(O)OCC(O)C(O)C1O
1482_ames_mutagenicity_data	Cc1ccc(/C=C/c2ccc([N+](=O)[O-])cc2)cc1
1483_ames_mutagenicity_data	N[C@@H](Cc1ccccc1)C(=O)O
1484_ames_mutagenicity_data	NC(=O)c1ccccc1
1485_ames_mutagenicity_data	CCCCCCC(O)C/C=C/CCCCCCCC(=O)OCC(COC(=O)CCCCCCC/C=C/CC(O)CCCCCC)OC(=O)CCCCCCC/C=C/CC(O)CCCCCC
1486_ames_mutagenicity_data	C=C1CC[C@H](O)C/C1=C\C=C1/CCC[C@@]2(C)[C@H]1CC[C@@H]2[C@@H](C)CCCC(C)C
1487_ames_mutagenicity_data	C=CC(=O)OCCOCCOCCOCCOC(=O)C=C
1488_ames_mutagenicity_data	C=CC(=O)OCC(CO)(COC(=O)C=C)COC(=O)C=C
1489_ames_mutagenicity_data	Cc1ccccc1/N=N/c1ccc(N(C)C)cc1
1490_ames_mutagenicity_data	Cc1ccc(/N=N/c2ccc(N(CCO)CCO)cc2)cc1
1491_ames_mutagenicity_data	OCCNc1ccc(/N=N/c2ccc(N(CCO)CCO)cc2)cc1
1492_ames_mutagenicity_data	CC(=O)Nc1ccc(S(=O)(=O)[O-])c2cc(S(=O)(=O)[O-])c(/N=N/c3ccc(/N=N/c4ccc(S(=O)(=O)[O-])cc4)c4ccc(S(=O)(=O)[O-])cc34)c(O)c12
1493_ames_mutagenicity_data	O=S(=O)([O-])c1cc(S(=O)(=O)[O-])c2c(/N=N/c3ccccc3)c(O)ccc2c1
1494_ames_mutagenicity_data	Nc1ccc(/N=N/c2ccc(N)cc2)cc1
1495_ames_mutagenicity_data	C/C=C/C=O
1496_ames_mutagenicity_data	CN1C(=O)[C@@]23CC4=CC=C[C@H](O)[C@H]4N2C(=O)[C@]1(CO)SS3
1497_ames_mutagenicity_data	NC(=O)c1ccccc1C(N)=O
1498_ames_mutagenicity_data	Brc1ccc(Oc2cc(Br)c(Br)cc2Br)c(Br)c1
1499_ames_mutagenicity_data	CC(C)N
1500_ames_mutagenicity_data	CC(=O)NS(=O)(=O)c1ccc(N)cc1
1501_ames_mutagenicity_data	CCCCO
1502_ames_mutagenicity_data	O=[N+]([O-])c1ccc(Nc2ccccc2O)c([N+](=O)[O-])c1
1503_ames_mutagenicity_data	C[NH+](C)CCN(Cc1ccccc1)c1ccccc1
1504_ames_mutagenicity_data	CN(C)c1cccc(O)c1
1505_ames_mutagenicity_data	CCC(CCC(C)O)COC(=O)CCCCC(=O)O
1506_ames_mutagenicity_data	COc1cc(Oc2ccc(Cl)cc2Cl)ccc1[N+](=O)[O-]
1507_ames_mutagenicity_data	CCC(CCCC(=O)O)COC(=O)c1ccccc1C(=O)O
1508_ames_mutagenicity_data	CCNc1cc(O)ccc1C
1509_ames_mutagenicity_data	CCCCCCCCCCCCOCCO
1510_ames_mutagenicity_data	O=[N+]([O-])c1ccc(/C=C/c2ccccc2)cc1
1511_ames_mutagenicity_data	C=CN1CCCC1=O
1512_ames_mutagenicity_data	NCCCN
1513_ames_mutagenicity_data	CCCNC(=O)NS(=O)(=O)c1ccc(Cl)cc1
1514_ames_mutagenicity_data	Nc1ccc(O)c(N)c1
1515_ames_mutagenicity_data	Nc1ccc2c(c1)C(=O)c1ccc(N)cc1C2=O
1516_ames_mutagenicity_data	O=[N+]([O-])c1ccc(Oc2ccccc2)cc1
1517_ames_mutagenicity_data	CC(C)(C)CC(C)(C)c1ccc(O)cc1
1518_ames_mutagenicity_data	CCCN(CCC)S(=O)(=O)c1ccc(C(=O)O)cc1
1519_ames_mutagenicity_data	CCCCCCCCCCCC(=O)OCCS(=O)(=O)[O-]
1520_ames_mutagenicity_data	CC(=O)Nc1ccc(S(=O)(=O)Cl)cc1
1521_ames_mutagenicity_data	CC(=O)OC1CC(C)OC(C)O1
1522_ames_mutagenicity_data	CCC(CCC(C)=O)COC(=O)CCCCC(=O)O
1523_ames_mutagenicity_data	CCOC(=O)[C@@H]1O[C@H]1C(=O)N[C@@H](CC(C)C)C(=O)NCCC(C)C
1524_ames_mutagenicity_data	CCC/C=C(/C=O)CC
1525_ames_mutagenicity_data	CCCCCCCC[Sn]1(CCCCCCCC)OC(=O)C=CC(=O)O1
1526_ames_mutagenicity_data	CN(C)CCN(C)C
1527_ames_mutagenicity_data	Oc1cc(Cl)ccc1Cl
1528_ames_mutagenicity_data	O=C(/C=N/O)Nc1ccccc1
1529_ames_mutagenicity_data	Brc1c(Br)c(Br)c(Br)c(Br)c1Br
1530_ames_mutagenicity_data	O=C(Cl)c1ccccc1F
1531_ames_mutagenicity_data	CCOc1ccc(NC(N)=O)cc1
1532_ames_mutagenicity_data	C/C=C\c1cc(OC)c(OC)cc1OC
1533_ames_mutagenicity_data	CCS(=O)CCSP(=O)(OC)OC
1534_ames_mutagenicity_data	C/C=C/c1ccc(OC)cc1OC
1535_ames_mutagenicity_data	CO/C(C)=C/c1cccc(OC)c1
1536_ames_mutagenicity_data	COC(=O)CC1C2(C)C3=C(C)C(c4ccoc4)CC3OC2C2OC(=O)C3(C)C=CC(=O)C1(C)C23
1537_ames_mutagenicity_data	CC1CCC(C(C)CS)CC1S
1538_ames_mutagenicity_data	O=C(O)C(Cl)Br
1539_ames_mutagenicity_data	CN(C)C
1540_ames_mutagenicity_data	CC1(C)O[C@@H]1COc1c2ccoc2cc2oc(=O)ccc12
1541_ames_mutagenicity_data	O=C1CCCCCCCCCCCCCCO1
1542_ames_mutagenicity_data	O=c1ccc2cc(O[C@H]3O[C@H](CO)[C@@H](O)[C@@H](O)[C@@H]3O)c(O)cc2o1
1543_ames_mutagenicity_data	O=C(O)CS
1544_ames_mutagenicity_data	ClC1(Cl)C2(Cl)C3(Cl)C4(Cl)C(Cl)(Cl)C5(Cl)C3(Cl)C1(Cl)C5(Cl)C24Cl
1545_ames_mutagenicity_data	Clc1ccc(Cl)c(Cl)c1Cl
1546_ames_mutagenicity_data	O=[N+]([O-])c1c(Cl)c(Cl)cc(Cl)c1Cl
1547_ames_mutagenicity_data	O=C1c2ccccc2C(=O)c2c(O)cccc21
1548_ames_mutagenicity_data	C=CCOCC1CO1
1549_ames_mutagenicity_data	C[NH+](C)CCN(Cc1ccsc1)c1ccccn1
1550_ames_mutagenicity_data	CC(=O)OCC(O)CO
1551_ames_mutagenicity_data	Brc1ccccc1
1552_ames_mutagenicity_data	Brc1ccc(-c2ccccc2)cc1
1553_ames_mutagenicity_data	Brc1ccccc1-c1ccccc1
1554_ames_mutagenicity_data	CCCCOC(=O)c1ccc(N)cc1
1555_ames_mutagenicity_data	CCCCCCCCBr
1556_ames_mutagenicity_data	CC1=CC[C@H]2C(C)=CC[C@H](C(C)C)[C@@H]2C1
1557_ames_mutagenicity_data	NC(=O)CCCCC(N)=O
1558_ames_mutagenicity_data	OC1CCCCC1
1559_ames_mutagenicity_data	CC(C)CN(CC(C)C)CC(C)C
1560_ames_mutagenicity_data	O=c1[nH]c(=O)[nH]c(=O)[nH]1
1561_ames_mutagenicity_data	CC(=O)NNC(=O)c1ccccn1
1562_ames_mutagenicity_data	Oc1ccc(Cl)c(Cl)c1
1563_ames_mutagenicity_data	CC(=O)[C@@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C
1564_ames_mutagenicity_data	Oc1cccc(Cl)c1Cl
1565_ames_mutagenicity_data	OCCNCCO
1566_ames_mutagenicity_data	CC1(C)C(=O)N(Cl)C(=O)N1Cl
1567_ames_mutagenicity_data	C1=CC2OC2C=C1
1568_ames_mutagenicity_data	[Ni+2]
1569_ames_mutagenicity_data	Oc1cc2c(cc1O)[C@H]1c3ccc(O)c(O)c3OC[C@@]1(O)C2
1570_ames_mutagenicity_data	COP(C)(=O)OC
1571_ames_mutagenicity_data	CC1CC(OC(=O)c2ccccc2O)CC(C)(C)C1
1572_ames_mutagenicity_data	Clc1c(Cl)c(Cl)c2c(c1Cl)Oc1c(Cl)c(Cl)c(Cl)c(Cl)c1O2
1573_ames_mutagenicity_data	CC(COc1ccccc1)[NH+](CCCl)Cc1ccccc1
1574_ames_mutagenicity_data	COc1cc(CCCS(=O)(=O)[O-])ccc1O[C@H](Cc1cccc(OC)c1O)CS(=O)(=O)[O-]
1575_ames_mutagenicity_data	Cc1cc(=O)oc2cc(O)ccc12
1576_ames_mutagenicity_data	CC(O)CO
1577_ames_mutagenicity_data	COc1ccc(OC)cc1
1578_ames_mutagenicity_data	CCCCCN(CCCCC)CCCCC
1579_ames_mutagenicity_data	O=[N+]([O-])c1cc(Cl)c(Cl)c(Cl)c1Cl
1580_ames_mutagenicity_data	Brc1ccc(-c2ccc(Br)c(Br)c2Br)c(Br)c1Br
1581_ames_mutagenicity_data	ONc1ccc2c(c1)Cc1ccccc1-2
1582_ames_mutagenicity_data	BrCC(Br)C1CCC(Br)C(Br)C1
1583_ames_mutagenicity_data	Nc1ccccc1C(=O)OCCc1ccccc1
1584_ames_mutagenicity_data	c1ccc(P(c2ccccc2)c2ccccc2)cc1
1585_ames_mutagenicity_data	CC(=O)c1ccncc1
1586_ames_mutagenicity_data	CC(C)(CO)CO
1587_ames_mutagenicity_data	CCCCOCCOP(=O)(OCCOCCCC)OCCOCCCC
1588_ames_mutagenicity_data	O=C(O)CN(CCN(CC(=O)O)CC(=O)O)CC(=O)O
1589_ames_mutagenicity_data	c1ccc(Oc2ccccc2)cc1
1590_ames_mutagenicity_data	CCC(CCC(C)=O)COC(=O)c1ccccc1C(=O)O
1591_ames_mutagenicity_data	C1COCOC1
1592_ames_mutagenicity_data	COc1cc(O)c2c(=O)c(O)c(-c3ccc(O)c(O)c3)oc2c1
1593_ames_mutagenicity_data	OCCCBr
1594_ames_mutagenicity_data	CC(=O)Nc1ccc(OC[C@H](O)CNC(C)C)cc1
1595_ames_mutagenicity_data	Cc1cc(C)cc(OP(=O)(Oc2cc(C)cc(C)c2)Oc2cc(C)cc(C)c2)c1
1596_ames_mutagenicity_data	O=c1c2ccc3c4c(ccc(c24)c2nc4ccccc4n12)c(=O)n1c2ccccc2nc31
1597_ames_mutagenicity_data	Clc1cc(Cl)c(Cl)c(Cl)c1Cl
1598_ames_mutagenicity_data	C(=C\c1ccccc1)\c1ccccc1
1599_ames_mutagenicity_data	CCC(CCC(C)O)COC(=O)c1ccccc1C(=O)O
1600_ames_mutagenicity_data	NC(=O)c1cnccn1
1601_ames_mutagenicity_data	C=Cc1ccc(O)c(OC)c1
1602_ames_mutagenicity_data	CC(C)(Cl)[N+](=O)[O-]
1603_ames_mutagenicity_data	Clc1cc(Cl)c(Cl)c(Cl)c1
1604_ames_mutagenicity_data	O=[Cd]
1605_ames_mutagenicity_data	CC(Cl)(Cl)[N+](=O)[O-]
1606_ames_mutagenicity_data	CCCCCCCCCCCCCCCCN
1607_ames_mutagenicity_data	CCCCCC[C@@H](O)C/C=C\CCCCCCCC(=O)[O-]
1608_ames_mutagenicity_data	Clc1cccc(Cl)c1Cl
1609_ames_mutagenicity_data	O=P(OCC(Br)CBr)(OCC(Br)CBr)OCC(Br)CBr
1610_ames_mutagenicity_data	CC(C)CCON=O
1611_ames_mutagenicity_data	Clc1ccc(Cl)c(Cl)c1
1612_ames_mutagenicity_data	CCOC(C)(C)C
1613_ames_mutagenicity_data	Cc1cccc(OP(=O)(Oc2cccc(C)c2)Oc2cccc(C)c2)c1
1614_ames_mutagenicity_data	COC(=O)C(Cl)CCC(Cl)CCCCCC(Cl)CCC(Cl)CCCCCl
1615_ames_mutagenicity_data	CCOCCOC(C)=O
